0	8.18
1	7.99
2	7.86
3	7.74
4	7.68
5	7.61
6	7.43
7	7.3
8	7.11
9	7.11
10	6.99
11	6.93
12	6.8
13	6.68
14	6.61
15	6.61
16	6.43
17	6.43
18	6.36
19	6.36
20	6.43
21	6.49
22	6.49
23	6.61
24	6.8
25	6.86
26	6.99
27	6.99
28	7.05
29	7.11
30	7.36
31	7.24
32	7.11
33	6.99
34	6.86
35	6.74
36	6.68
37	6.61
38	6.55
39	6.55
40	6.55
41	6.49
42	6.43
43	6.36
44	6.36
45	6.36
46	6.24
47	6.24
48	6.11
49	6.05
50	5.99
51	5.86
52	5.74
53	5.8
54	5.8
55	5.93
56	6.18
57	7.05
58	8.11
59	9.24
60	9.99
61	10.43
62	11.11
63	11.86
64	11.61
65	11.24
66	10.86
67	10.61
68	10.36
69	10.05
70	9.74
71	9.55
72	9.43
73	9.3
74	9.18
75	9.11
76	8.99
77	8.86
78	8.8
79	8.74
80	8.68
81	8.61
82	8.61
83	8.49
84	8.49
85	8.43
86	8.36
87	8.3
88	8.24
89	8.3
90	8.24
91	8.3
92	8.43
93	8.68
94	8.36
95	8.86
96	8.99
97	9.49
98	9.61
99	9.99
100	9.93
101	9.74
102	9.61
103	9.43
104	9.11
105	9.18
106	8.99
107	8.68
108	8.68
109	8.36
110	8.36
111	8.18
112	8.18
113	8.05
114	8.05
115	7.86
116	7.86
117	7.74
118	7.61
119	7.36
120	7.49
121	7.36
122	7.3
123	7.18
124	7.18
125	6.93
126	7.11
127	7.36
128	7.68
129	7.68
130	7.74
131	8.11
132	8.18
133	8.18
134	8.43
135	8.49
136	8.61
137	8.49
138	8.24
139	8.05
140	7.93
141	7.8
142	7.68
143	7.61
144	7.55
145	7.49
146	7.36
147	7.24
148	7.24
149	7.18
150	7.05
151	7.05
152	6.93
153	6.8
154	6.86
155	6.86
156	6.74
157	6.74
158	6.74
159	6.74
160	6.86
161	6.99
162	7.18
163	7.3
164	7.36
165	7.74
166	8.05
167	8.3
168	8.24
169	8.18
170	8.43
171	8.55
172	8.49
173	8.43
174	8.24
175	8.18
176	7.99
177	7.93
178	7.86
179	7.86
180	7.8
181	7.8
182	7.8
183	7.74
184	7.68
185	7.68
186	7.61
187	7.61
188	7.61
189	7.61
190	7.55
191	7.55
192	7.49
193	7.55
194	7.61
195	7.68
196	7.86
197	8.24
198	8.68
199	8.8
200	9.49
201	9.68
202	10.55
203	10.93
204	10.99
205	11.11
206	10.93
207	10.74
208	10.49
209	10.18
210	9.86
211	9.49
212	9.24
213	9.05
214	8.74
215	8.43
216	8.36
217	8.05
218	7.86
219	7.8
220	7.55
221	7.43
222	7.24
223	7.11
224	7.05
225	6.93
226	6.8
227	6.55
228	6.55
229	6.36
230	6.36
231	6.36
232	6.68
233	6.8
234	6.99
235	7.3
236	7.36
237	7.24
238	7.36
239	7.49
240	7.36
241	7.49
242	7.55
243	7.36
244	7.24
245	7.11
246	6.86
247	6.74
248	6.49
249	6.24
250	6.24
251	6.18
252	5.99
253	5.86
254	5.74
255	5.61
256	5.55
257	5.36
258	5.3
259	5.18
260	5.05
261	5.05
262	4.86
263	4.61
264	4.74
265	4.55
266	4.8
267	5.55
268	5.8
269	6.49
270	6.86
271	7.18
272	7.61
273	8.24
274	8.49
275	8.74
276	8.49
277	8.43
278	8.05
279	7.74
280	7.43
281	7.24
282	7.05
283	6.93
284	6.8
285	6.68
286	6.68
287	6.61
288	6.55
289	6.55
290	6.43
291	6.36
292	6.36
293	6.24
294	6.11
295	6.11
296	5.93
297	5.93
298	5.86
299	5.74
300	5.8
301	5.8
302	5.8
303	6.05
304	6.18
305	6.49
306	7.18
307	7.68
308	7.8
309	8.18
310	7.8
311	7.61
312	7.61
313	7.55
314	7.43
315	7.24
316	7.11
317	7.05
318	6.86
319	6.74
320	6.68
321	6.61
322	6.55
323	6.43
324	6.3
325	6.18
326	6.05
327	6.05
328	5.93
329	5.93
330	5.93
331	5.93
332	5.8
333	5.8
334	5.74
335	5.74
336	5.74
337	5.74
338	5.8
339	5.93
340	5.93
341	5.99
342	5.99
343	6.05
344	6.05
345	6.11
346	6.11
347	6.11
348	6.11
349	5.93
350	5.93
351	5.99
352	5.86
353	5.68
354	5.61
355	5.68
356	5.55
357	5.61
358	5.49
359	5.55
360	5.49
361	5.49
362	5.43
363	5.36
364	5.3
365	5.3
366	5.36
367	5.43
368	5.49
369	5.55
370	5.55
371	5.74
372	5.93
373	6.11
374	6.18
375	6.43
376	6.43
377	6.8
378	6.99
379	7.36
380	7.68
381	7.93
382	8.05
383	8.18
384	8.24
385	8.24
386	8.18
387	8.11
388	8.18
389	8.18
390	8.24
391	8.3
392	8.24
393	8.36
394	8.3
395	8.3
396	8.3
397	8.3
